City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
159,Faanui,PF,-16.4833,-151.75,81.09,73,13,14.05,few clouds
160,Lincoln,US,40.8,-96.667,38.01,68,0,17.27,clear sky
161,Yellowknife,CA,62.456,-114.3525,-4.45,84,100,10.36,light snow
162,Soyo,AO,-6.1349,12.3689,79.14,86,50,8.1,scattered clouds
163,Kemptville,CA,45.0168,-75.641,27.48,63,100,6.91,overcast clouds
164,Chuy,UY,-33.6971,-53.4616,74.07,47,100,13.53,overcast clouds
165,Sindor,RU,62.8629,51.8905,0.37,100,100,4.12,overcast clouds
166,Umm Kaddadah,SD,13.6017,26.6876,58.21,34,0,13.82,clear sky
167,Namibe,AO,-15.1961,12.1522,71.96,74,13,6.2,few clouds
168,Sorland,NO,67.667,12.6934,39.06,79,100,20.2,overcast clouds
169,Karla,EE,59.3723,24.9275,34.99,89,100,11.5,light snow
170,Lata,PT,40.1629,-8.3327,51.58,96,5,2.48,clear sky
171,Olhao,PT,37.0286,-7.8411,64.29,48,0,6.91,clear sky
172,Stornoway,GB,58.2093,-6.3865,48.16,91,75,17.27,broken clouds
173,Tabora,TZ,-5.0167,32.8,64.04,94,100,2.95,overcast clouds
174,Henties Bay,NA,-22.116,14.2845,62.55,91,0,7.45,clear sky
175,Puerto Ayora,EC,-0.7393,-90.3518,84.16,93,65,7.0,broken clouds
176,Gamba,GA,-2.65,10.0,77.13,90,88,5.1,moderate rain
177,Bengkulu,ID,-3.8004,102.2655,75.9,87,100,4.43,overcast clouds
178,Champerico,GT,14.3,-91.9167,90.14,62,0,8.63,clear sky
179,Bogorodskoye,RU,56.55,37.8833,26.6,94,100,11.25,light snow
180,Trofors,NO,65.5333,13.4063,33.67,96,100,25.9,light snow
181,Sao Filipe,CV,14.8961,-24.4956,71.62,61,100,12.77,overcast clouds
182,Pombas,CV,17.1503,-25.0201,71.38,60,36,13.71,scattered clouds
183,Brigantine,US,39.4101,-74.3646,42.03,50,0,10.36,clear sky
184,Nanortalik,GL,60.1432,-45.2371,24.94,86,99,5.97,overcast clouds
185,Vostok,RU,46.4856,135.8833,1.85,98,100,2.93,overcast clouds
186,Hay River,CA,60.8156,-115.7999,-0.42,71,100,8.05,light snow
187,Muros,ES,42.7762,-9.0603,49.08,92,68,8.93,broken clouds
188,Pisco,PE,-13.7,-76.2167,78.85,69,0,20.71,clear sky
189,Athabasca,CA,54.7169,-113.2854,12.61,93,100,8.93,snow
190,Gashua,NG,12.871,11.0482,65.26,26,0,10.07,clear sky
191,Senanga,ZM,-16.1167,23.2667,72.79,62,19,3.74,few clouds
192,Mahebourg,MU,-20.4081,57.7,78.26,69,20,11.5,few clouds
193,Zeya,RU,53.75,127.2667,-3.1,92,99,4.29,overcast clouds
194,Naze,JP,28.3667,129.4833,54.52,77,100,7.74,overcast clouds
195,Kattivakkam,IN,13.2167,80.3167,78.89,84,9,3.62,clear sky
196,Kruisfontein,ZA,-34.0033,24.7314,64.53,86,0,10.33,clear sky
197,Jaisinghnagar,IN,23.7,81.3833,52.75,34,0,2.3,clear sky
198,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,10.2,93,100,4.23,overcast clouds
199,Zaruma,EC,-3.6833,-79.6167,82.54,76,92,5.35,moderate rain
200,Guarapari,BR,-20.6667,-40.4975,77.9,88,100,11.41,overcast clouds
201,Greensburg,US,40.3015,-79.5389,30.02,84,100,9.22,overcast clouds
202,Georgetown,MY,5.4112,100.3354,79.23,80,20,3.44,light rain
203,Tairua,NZ,-37.0167,175.85,68.92,64,5,11.43,clear sky
204,Esil,KZ,51.9556,66.4042,20.32,96,100,3.96,overcast clouds
205,Natal,BR,-5.795,-35.2094,83.05,69,20,19.57,few clouds
206,Bambous Virieux,MU,-20.3428,57.7575,78.22,69,20,11.5,few clouds
207,Revda,RU,56.801,59.9303,-1.68,99,70,2.1,broken clouds
208,Muncar,ID,-8.4333,114.3333,74.93,87,100,1.92,overcast clouds
209,Santa Barbara,US,34.7333,-120.0343,53.78,95,75,6.91,moderate rain
210,Port Harcourt,NG,4.7774,7.0134,80.78,55,26,5.3,scattered clouds
211,Si Racha,TH,13.1737,100.9311,76.19,61,77,3.27,broken clouds
212,Umm Lajj,SA,25.0213,37.2685,66.47,43,0,17.94,clear sky
213,Tiksi,RU,71.6872,128.8694,-20.24,100,94,5.5,overcast clouds
214,Bontang,ID,0.1333,117.5,76.59,87,100,4.38,overcast clouds
215,Jasa Tomic,RS,45.4469,20.8553,42.85,66,86,7.05,overcast clouds
216,Arraial Do Cabo,BR,-22.9661,-42.0278,84.06,70,75,14.97,broken clouds
217,Union,US,40.6334,-74.2663,36.21,56,100,9.22,overcast clouds
218,Nikolskoye,RU,59.7035,30.7861,28.29,95,100,7.14,overcast clouds
219,Kant,IN,27.8,79.8,50.32,41,1,8.14,clear sky
220,Chongoyape,PE,-6.6406,-79.3892,84.69,49,98,9.98,overcast clouds
221,Port Keats,AU,-14.25,129.55,81.03,87,99,11.72,moderate rain
222,Husavik,IS,66.0449,-17.3389,19.29,93,100,2.75,snow
223,Oranjemund,NA,-28.55,16.4333,62.53,88,0,7.99,clear sky
224,Amapa,BR,1.0,-52.0,73.09,92,99,1.68,overcast clouds
225,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,90,100,11.92,overcast clouds
226,Santona,ES,43.4439,-3.4576,55.08,88,10,2.64,clear sky
227,Mariestad,SE,58.7097,13.8237,32.5,85,3,16.55,clear sky
228,Ixtapa,MX,20.7,-105.2,78.03,57,0,9.22,clear sky
229,Sucre,BO,-19.0333,-65.2627,66.94,53,63,8.68,broken clouds
230,Kavarna,BG,43.4333,28.3333,50.34,86,65,11.05,broken clouds
231,Pajapan,MX,18.25,-94.7,68.16,73,32,8.1,scattered clouds
232,Ca Mau,VN,9.1769,105.15,71.19,87,100,2.44,overcast clouds
233,Augusto Correa,BR,-1.0217,-46.635,76.39,91,74,5.57,broken clouds
234,Saint George,US,37.1041,-113.5841,59.43,48,0,4.61,clear sky
235,San Jose,US,37.3394,-121.895,60.3,92,100,8.05,overcast clouds
236,Yar-Sale,RU,66.8333,70.8333,-10.82,97,45,8.81,scattered clouds
237,Chara,RU,56.9064,118.2631,-17.95,70,24,0.58,few clouds
238,Shawinigan,CA,46.5668,-72.7491,19.89,62,99,2.3,overcast clouds
239,Margate,GB,51.3813,1.3862,47.7,85,100,7.0,overcast clouds
240,Carutapera,BR,-1.195,-46.02,78.28,85,45,7.94,light rain
241,Madimba,TZ,-10.4,40.3333,74.82,91,36,4.38,scattered clouds
242,Kaitangata,NZ,-46.2817,169.8464,63.23,69,26,3.06,scattered clouds
243,Katherine,AU,-14.4667,132.2667,77.32,94,100,9.22,overcast clouds
244,Cidreira,BR,-30.1811,-50.2056,70.88,64,89,8.7,overcast clouds
245,Bonham,US,33.5773,-96.1783,47.59,42,0,11.5,clear sky
